id,title,date,notes,physicalDescription,object_type,topic,hue,saturation,lightness,vibrant,muted,darkVibrant,darkMuted,lightVibrant,material_1_x,image,material,recordLink,record_urls,addl_urls
ld1-1643406825086-1643406867972-0,Turban,1970s,15 Dec 2014,,Hats,Anthropology,36.55,70.51,69.41,#e8bd7a,#a86860,#2a3e75,#333544,#bc9760,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d6591a3246fe449d9a352965d4ba9737/640,Fabrics and Felts,http://n2t.net/ark:/65665/3da0232fc-8f20-42a0-93d5-99e0d080b4f0,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m364a0fe3213f44e38b8c8fe02f25c4c05/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bcc5bf5fc7584c8498289443d2d12269/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b7e9c080f6cb4b8683746736f1e63e7d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m316ac21f793d84bb399ee0e773f98a4b3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d6591a3246fe449d9a352965d4ba9737/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ac089dfd6d0b4c16b58a03a21f0053c4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33e1e2eed0e6a4b67b49413088503dfa1/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m364a0fe3213f44e38b8c8fe02f25c4c05/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bcc5bf5fc7584c8498289443d2d12269/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b7e9c080f6cb4b8683746736f1e63e7d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m316ac21f793d84bb399ee0e773f98a4b3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d6591a3246fe449d9a352965d4ba9737/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ac089dfd6d0b4c16b58a03a21f0053c4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33e1e2eed0e6a4b67b49413088503dfa1/640']"
ld1-1643407023501-1643407076329-1,Ornaments,1890s,"FROM CARD: ""FROM SHAMAN'S HAT.""",,Headdresses,Anthropology,42.51,79.19,56.67,#e8b539,#6fa15d,#76580d,#4d4a47,#8cb4f4,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m393b7b36fdade4249a1da89766736db98/640,Embellishments and Adhesives,http://n2t.net/ark:/65665/3feb0e7a1-56f6-4656-83f9-8974d8c46b8d,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34c4e1b212d5648e9a93845cbb0888155/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3875aa6285a6b422b95f5099119cd81e6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fade9686e9744e2a9cf42fe9443ca922/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fde23fea1bc54ab1a4e3cda194c55e8f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ddf23dd9f0c34392b448436da7c9d774/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31a89574bba294ec880a1fb77a9772376/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m393b7b36fdade4249a1da89766736db98/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35b68c9fbd69f4356b06b876585506284/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34c4e1b212d5648e9a93845cbb0888155/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3875aa6285a6b422b95f5099119cd81e6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fade9686e9744e2a9cf42fe9443ca922/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fde23fea1bc54ab1a4e3cda194c55e8f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ddf23dd9f0c34392b448436da7c9d774/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31a89574bba294ec880a1fb77a9772376/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m393b7b36fdade4249a1da89766736db98/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35b68c9fbd69f4356b06b876585506284/640']"
ld1-1643406825086-1643406857091-1,"Hat Band, Feathered",1960s,"From card: ""Cloth backing folded lengthwise and sewn over quills of small bird feathers, arranged in vari-colored bands.""",,Hatbands,Anthropology,34.5,77.67,59.61,#e8a448,#6ca0aa,#366275,#413d2e,#f2799e,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cda400ac4eea421f9bb6c6c8f511677a/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3d12ed02b-b555-426a-a6bb-d150d7c160ae,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33df5f073a7bc4aa1a61ef72fab90c6ec/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m334c2c91c652e4c3cba429e0d31315ab8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cda400ac4eea421f9bb6c6c8f511677a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39b8ed7d82c7247fb9b87de302b1ba519/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33df5f073a7bc4aa1a61ef72fab90c6ec/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m334c2c91c652e4c3cba429e0d31315ab8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cda400ac4eea421f9bb6c6c8f511677a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39b8ed7d82c7247fb9b87de302b1ba519/640']"
ld1-1643406825086-1643406851927-0,Hat Made Of Seal Intestine,1940s,31 Jul 2020,,Hats,Anthropology,50.8,73.26,63.33,#e6d15d,#a99558,#753432,#5e5e52,#e1d9a9,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m300d4fae9eed849ef8799c3ba3e1a3dc2/640,Embellishments and Adhesives,http://n2t.net/ark:/65665/3b25d29fc-1a03-4fab-9c51-66a54a27a33d,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ce9c0e8605fb4508aba0a7778c768696/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fe8fb12e167a454ebad667906dae6154/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d4cde949e5eb4ea4ab08bae7c5fbf90c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35ea8cb0ca5bc4668ae2f531fc1644842/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a0af7b93a92447deb966ea70e6ad6751/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m300d4fae9eed849ef8799c3ba3e1a3dc2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ac9f2196661e488784ed69020ee1a859/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3974ac4f037d94b17b7471892b78a10b8/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ce9c0e8605fb4508aba0a7778c768696/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fe8fb12e167a454ebad667906dae6154/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d4cde949e5eb4ea4ab08bae7c5fbf90c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35ea8cb0ca5bc4668ae2f531fc1644842/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a0af7b93a92447deb966ea70e6ad6751/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m300d4fae9eed849ef8799c3ba3e1a3dc2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ac9f2196661e488784ed69020ee1a859/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3974ac4f037d94b17b7471892b78a10b8/640']"
ld1-1643407100205-1643407109789-0,Cap Of Chilean Miner,1840s,"Reference for A1487 - A1510 : United States, and J. M. Gilliss. 1855. The U.S. Naval Astronomical Expedition to the southern hemisphere during the years 1849-52. Lieut. J.M. Gilliss, Superintendent. Vol. 2. Washington: Nicholson. See Appendix E, pp. 118-122, starting toward bottom of page 118, where objects are described: https://biodiversitylibrary.org/page/49452457 .",,Hats,Archaeology,31.61,69.14,68.24,#e6b176,#7464a4,#704414,#323748,#d9c68c,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c737f2d80b0549d085c2bd7e9bb9bfeb/640,Painted Finishes,http://n2t.net/ark:/65665/32956957f-3931-4e5d-ae49-0f8c53150622,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c737f2d80b0549d085c2bd7e9bb9bfeb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35f22eb6025c7414c83a38d18d5789697/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3173cb21f4e454c93a0277b19f7f8c538/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c737f2d80b0549d085c2bd7e9bb9bfeb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35f22eb6025c7414c83a38d18d5789697/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3173cb21f4e454c93a0277b19f7f8c538/640']"
ld1-1643399134763-1643399189241-0,Fairmount Fire Hat,1820s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.","fabric, pressed felt (overall material)",Fire hats,Art,27.46,80.82,50.0,#e67618,#8e7356,#422207,#48352b,#fcf4ec,Fabrics and Felts,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05233,Fabrics and Felts,,,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05233.jpg
ld1-1643406825086-1643406845728-1,Hat,1930s,"From card: ""This consists of a strip of dressed skin with red hour-glass designs painted on it and thongs on one side to which are attached hawk or owl feathers. According to the tag [the old tag with the artifact] this is a war hat; the type worn with slat armor.""",,Hats,Anthropology,11.39,75.96,59.22,#e66648,#aa886b,#74230f,#49362c,#dcbb9b,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c44585504c9d48a39a63f0a2d6f9dbd5/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/360c9794e-1505-44d3-ac76-0b61cb6f2865,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m341cfa6bc6b35465e80a8db928854c939/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ff15c16da0674ec9920130c4ea306529/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a8e94b1f8ff645ec863e0839939f80f3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c44585504c9d48a39a63f0a2d6f9dbd5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m359854614cda84c44ab1fa52887b763b0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b38d12f339054bc29fe214b403aa621c/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m341cfa6bc6b35465e80a8db928854c939/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ff15c16da0674ec9920130c4ea306529/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a8e94b1f8ff645ec863e0839939f80f3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c44585504c9d48a39a63f0a2d6f9dbd5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m359854614cda84c44ab1fa52887b763b0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b38d12f339054bc29fe214b403aa621c/640']"
ld1-1643398733817-1643398734087-0,Ethel Payne’s Hat,1960s,"A profusion of flowers adorns this wide-brimmed hat worn by journalist Ethel L. Payne (1911-1991). A photo from the early 1960s shows Payne, whose love of hats bloomed in early adulthood, wearing this pistachio hat with panache. Accented with a matching bow and tulle, the custom hat bears a bouquet bursting with pink roses, velvety violets, green leaves, and glass grapes, all stitched to the hat by hand. Both wide-brim and floral hats remained popular during much of Payne’s reporting career, from the 1940s to the 1970s. However, fancy hats, sometimes known as “crowns,” continue to hold special significance as an African American cultural tradition. A Chicago native, Payne moved to Washington, DC in 1952 to cover national and international news for the leading African American newspaper, The Chicago Defender. The lifelong civil rights activist reported from thirty countries over the course of her trailblazing career, becoming known as the First Lady of the Black Press.","silk, synthetic fiber, wire, hot-melt adhesive, glass",Hats,,331.76,74.63,59.8,#e54c94,#a09969,#990434,#535d33,#edbac9,Embellishments and Adhesives,https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760185,Embellishments and Adhesives,,,https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760185.jpg
ld1-1643406825086-1643406868197-1,Hat-Ornament,1970s,"From card: ""A single eagle feather with two buckskin thongs for attachment and decorative wrapping of red and blue seed beads. Presented to Dr. Ruhle by a Blackfoot Indian.""",,Hat Ornament,Anthropology,49.2,78.74,50.2,#e4c01c,#957160,#2961b2,#6b4b35,#dab2a7,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32df9335cad804b7681b0734d1edb056e/640,Synthetic Materials,http://n2t.net/ark:/65665/3c9a03f38-38ef-4385-bf93-f10acf971b7a,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m389a0dc77b4254123bc7211c471342eee/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32df9335cad804b7681b0734d1edb056e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3acfcabd77ea045379582bdbd1af577b9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e331485354fe43889450c00e2ef1b14b/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m389a0dc77b4254123bc7211c471342eee/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32df9335cad804b7681b0734d1edb056e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3acfcabd77ea045379582bdbd1af577b9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e331485354fe43889450c00e2ef1b14b/640']"
ld1-1643399134763-1643399189216-0,Taylor Hose Company Fire Hat,1860s,"Beginning in the late 18th century, some volunteer fire fighters began to wear hats painted with their company’s name to identify themselves at chaotic fire scenes. During the 19th century, these fire hats became more ornate, as portraits of historical figures, patriotic scenes, allegorical images, or company icons were painted alongside the company’s name, motto, or founding date. Made of pressed felt, these “stove-pipe” hats were primarily used in Philadelphia, but other nearby cities such as Baltimore and Washington adopted them as well. Fire hats were personal items with the owner’s initials often painted on the top of the hat. While these hats were worn at fires, they are more colloquially known as “parade hats.” Fire companies commonly marched in the many parades of the period and these ornate hats contributed to the visual culture of their day. These distinguishing features in a company’s regalia often proclaimed the members’ cultural and political identity as well as their position on contested topics such as work, religion and immigration.",painted (overall production method/technique),Fire hats,Art,41.41,71.72,61.18,#e3b755,#8f7c74,#804d0d,#503224,#e8c87a,Painted Finishes,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05187,Painted Finishes,,,https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05187.jpg
ld1-1643406825086-1643406828678-1,"Man's Hat, Basket Work",1870s,11 Dec 2014,,Hats,Anthropology,63.49,81.9,58.82,#e2ec40,#887476,#673511,#344c3f,#84fcf4,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m300f4f15c62d748d199b8d1542a75d64f/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/32b6e5825-85fe-4a9f-97d1-137f1f9f0fba,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fab388b1abb64227870ef766a7a1a1d7/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e9453bda08f24f58804f52e261db4429/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m300f4f15c62d748d199b8d1542a75d64f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32abd4c8bfd7f418baafca6101d74d7cf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c53c9e5b192e4ccb9726894961847777/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3fab388b1abb64227870ef766a7a1a1d7/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e9453bda08f24f58804f52e261db4429/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m300f4f15c62d748d199b8d1542a75d64f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32abd4c8bfd7f418baafca6101d74d7cf/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c53c9e5b192e4ccb9726894961847777/640']"
ld1-1726829471747-1726829474260-0,Pink straw hat with flower and feather decoration,1960s,"A pink straw hat with flowers and feathers. The exterior of the hat is made of plastic straw and synthetic raffia. The hat has a circular cone crown with a small brim. A pink silk organza hat band is draped around the base of the crown and tacked down with hand stitches. Blue feathers are pinned to the exterior of the hat and wrapped with thread at the base. A pink fabric rose with a yellow felt pompom glued to the center is pinned under the feathers. The fabric petals are made of polyester silk and velveteen with raw edges. Three leaves made of cotton coated in plastic are at the top left side of the rose. Blue forget-me-not flowers made of velveteen are pinned under the pink rose. The blue forget-me-nots have yellow paper centers and floral wire stems. Two fern leaves are placed to the right underside of the flowers. On the back of the hat the silk pink organza is draped in two loops. A circle of six glass beads and rhinestones are tacked down with hand stitches at the center back of the hat. The hat’s interior is unlined, there is a pink petersham rayon ribbon sweatband sewn to the interior. A white label is sewn along the sweatband and reads [MR.John Jr.] in white script.","synthetic raffia and plastic straw with, silk organza, feathers, paper, cotton, velveteen, floral wire, felt, petersham rayon ribbon, metal, glass rhinestones, glass beads, and adhesive",Hats,Millinery,21.55,71.0,60.78,#e28754,#a2755b,#79080e,#324246,#daa8a0,Ribbons and Trims,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_553_001,Ribbons and Trims,https://nmaahc.si.edu/object/nmaahc_2007.3.553,,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_553_001.jpg
ld1-1643406825086-1643406845793-1,Baby's Cap,1930s,"From card: ""Consists of buckskin the edges of which are faced in ribbon; the top is decorated by porcupine quill embroidery, open design of stars (?), leaves, and eagles.""",,Hats,Anthropology,45.15,84.43,47.84,#e1ae13,#928062,#872f33,#785b3d,#f4d884,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d816fa717ed0477ab71e70c63f81e47f/640,Embellishments and Adhesives,http://n2t.net/ark:/65665/37c707a75-491d-483f-9680-1ad8bc3b3797,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m329f0ab0b85c94fb3aac0e4d7a5a7c0d6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30bfcb9a08d864be193cbbaa83489cd11/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34091d81fa05941dbbb3bcf181d263452/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3638f0bc71a794aa08ef5c0e03843a0c2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d816fa717ed0477ab71e70c63f81e47f/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m329f0ab0b85c94fb3aac0e4d7a5a7c0d6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30bfcb9a08d864be193cbbaa83489cd11/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34091d81fa05941dbbb3bcf181d263452/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3638f0bc71a794aa08ef5c0e03843a0c2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3d816fa717ed0477ab71e70c63f81e47f/640']"
ld1-1643406825086-1643406877740-0,Ornaments On Wooden Cap,1860s,"Note: original cultural attribution was Premorska tribe, which was later changed to Premorska Eskimo, and object has been listed in the electronic database as Eskimo. On p. 287, B.A.E. Bulletin 30, Pt. 1, entry under Chnagmiut (a Bering Strait Yup'ik group), it is noted that ""Premorska"" is a name sometimes used for these people, derived from Russian - ""people of the sea."" Premorska has also been referenced by Dall (p. 223 in Alaska and Its Resources, 1870) as a name applied by the Russians to the Kuigpagmiut Yup'ik.",,Hats,Anthropology,41.07,73.68,55.29,#e1ac39,#b59465,#735411,#3b3a3a,#e464ac,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3761d7eb6588346d3a1c1ce4bf3bc7391/640,Embellishments and Adhesives,http://n2t.net/ark:/65665/362dc445a-69a8-4f54-b5b2-fdbe028322d9,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m350a6532afd8c4f76a924478edff91ddb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a57d404112fa4fcaa345939d4f1ea004/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3da75364b49914a868aa39462e74e7637/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3761d7eb6588346d3a1c1ce4bf3bc7391/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34b2c77703ff54fecb6a1a45216dfa6f2/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m350a6532afd8c4f76a924478edff91ddb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a57d404112fa4fcaa345939d4f1ea004/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3da75364b49914a868aa39462e74e7637/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3761d7eb6588346d3a1c1ce4bf3bc7391/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34b2c77703ff54fecb6a1a45216dfa6f2/640']"
ld1-1643407023501-1643407079747-0,Basket Hat,1890s,"FROM CARD: ""USED ALTERNATELY AS HAT OR DISH. ORIGINALLY CATALOGED AS ""KLAMATH (LUTUAMIAN) INDIANS"". CHANGE APPROVED BY WILLIAM MERRILL, CURATOR (OCT.,1990). ACCESSION RECORDS INDICATE THAT ITEM WAS PURCHASED IN WITCHPEK-YUROK TERRITORY AND COULD BE YUROK OR KLAMATH RIVER.""",,Hats,Anthropology,32.27,66.48,64.9,#e1aa6a,#898988,#542c0e,#474644,#f8cd89,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30785d6a459f94be2ae4c99c503c042a6/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/37f2fb3ff-e53e-47af-8dc4-a07b888185ab,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m347255e41412643828a189a0cccf450e5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cd790335c06c4ffc900659157302d078/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30785d6a459f94be2ae4c99c503c042a6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bafbde8dca904d35b0ee30cfc6c7a9ce/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b7e979ecd69e41639be555644a6d7c02/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m347255e41412643828a189a0cccf450e5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3cd790335c06c4ffc900659157302d078/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30785d6a459f94be2ae4c99c503c042a6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bafbde8dca904d35b0ee30cfc6c7a9ce/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b7e979ecd69e41639be555644a6d7c02/640']"
ld1-1643406825086-1643406840619-0,"Ivory Ornament, Part Of Chiefs Headdress",1870s,"FROM CARD: ""32955-6. INVENTORIED 1975.""",,Hats,Anthropology,39.42,74.14,54.51,#e1a635,#a48556,#843434,#444041,#e46cac,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38bb9011ac61c4b0a84ef44e7650692af/640,Embellishments and Adhesives,http://n2t.net/ark:/65665/3027ceb3f-6cdb-4701-9a68-b11acbbbe348,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m328452ec970fa4eadab366ca4730145fd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32cebaad77aae4e07963223d564de492c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m317dd8c274fe5430b92adbfc0bc38f384/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38bb9011ac61c4b0a84ef44e7650692af/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f43c26fa821b4a2db4a29094acd5b816/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f3ec0cf583204d558882fb4abca96dad/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33a30f5539f7e4817bf67e251f7eb72d1/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3287c3490bcd842dbafbda524b731025a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f18e6ab304e84b49bfd2e395c7fef77a/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m328452ec970fa4eadab366ca4730145fd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32cebaad77aae4e07963223d564de492c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m317dd8c274fe5430b92adbfc0bc38f384/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38bb9011ac61c4b0a84ef44e7650692af/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f43c26fa821b4a2db4a29094acd5b816/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f3ec0cf583204d558882fb4abca96dad/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33a30f5539f7e4817bf67e251f7eb72d1/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3287c3490bcd842dbafbda524b731025a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f18e6ab304e84b49bfd2e395c7fef77a/640']"
